rank	ensembl_id	hgnc_symbol	description	chromosome_name	band	strand	start_position	end_position	average_log2fc	combined_p
21	ENSG00000163817	SLC6A20	"solute carrier family 6 (proline IMINO transporter), member 20 [Source:HGNC Symbol;Acc:HGNC:30927]"	3	p21.31	-1	45755450	45796535	5.44	7.68E-39
22	ENSG00000138778	CENPE	"centromere protein E, 312kDa [Source:HGNC Symbol;Acc:HGNC:1856]"	4	q24	-1	103105806	103198409	2.21	7.82E-38
23	ENSG00000112984	KIF20A	kinesin family member 20A [Source:HGNC Symbol;Acc:HGNC:9787]	5	q31.2	1	138178719	138187715	3.28	3.11E-37
24	ENSG00000131747	TOP2A	topoisomerase (DNA) II alpha 170kDa [Source:HGNC Symbol;Acc:HGNC:11989]	17	q21.2	-1	40388516	40417950	4.25	3.16E-36
25	ENSG00000133997	MED6	mediator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:19970]	14	q24.2	-1	70581257	70600690	1.32	3.26E-35
26	ENSG00000118193	KIF14	kinesin family member 14 [Source:HGNC Symbol;Acc:HGNC:19181]	1	q32.1	-1	200551497	200620734	1.49	3.97E-35
27	ENSG00000223609	HBD	"hemoglobin, delta [Source:HGNC Symbol;Acc:HGNC:4829]"	11	p15.4	-1	5232678	5235370	1.46	6.93E-35
28	ENSG00000101680	LAMA1	"laminin, alpha 1 [Source:HGNC Symbol;Acc:HGNC:6481]"	18	p11.31	-1	6941744	7117814	2.35	8.66E-35
29	ENSG00000159176	CSRP1	cysteine and glycine-rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2469]	1	q32.1	-1	201483530	201509456	-2.97	1.25E-34
30	ENSG00000116191	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2 [Source:HGNC Symbol;Acc:HGNC:30279]	1	q25.2	1	178725147	178921841	0.60	1.33E-34
31	ENSG00000183036	PCP4	Purkinje cell protein 4 [Source:HGNC Symbol;Acc:HGNC:8742]	21	q22.2	1	39867317	39929397	-4.19	1.55E-33
32	ENSG00000137807	KIF23	kinesin family member 23 [Source:HGNC Symbol;Acc:HGNC:6392]	15	q23	1	69414246	69448427	5.93	1.05E-32
33	ENSG00000038382	TRIO	trio Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:12303]	5	p15.2	1	14143702	14532128	0.82	1.20E-32
34	ENSG00000088325	TPX2	"TPX2, microtubule-associated [Source:HGNC Symbol;Acc:HGNC:1249]"	20	q11.21	1	31739271	31801805	2.48	1.64E-32
35	ENSG00000046774	MAGEC2	melanoma antigen family C2 [Source:HGNC Symbol;Acc:HGNC:13574]	X	q27.2	-1	142202345	142205290	5.10	3.75E-32
36	ENSG00000171241	SHCBP1	SHC SH2-domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29547]	16	q11.2	-1	46580554	46621626	2.21	5.00E-32
37	ENSG00000165704	HPRT1	hypoxanthine phosphoribosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:5157]	X	q26.2	1	134460153	134520513	1.42	8.10E-32
38	ENSG00000148848	ADAM12	ADAM metallopeptidase domain 12 [Source:HGNC Symbol;Acc:HGNC:190]	10	q26.2	-1	126012381	126388455	0.58	2.65E-31
39	ENSG00000147133	TAF1	"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa [Source:HGNC Symbol;Acc:HGNC:11535]"	X	q13.1	1	71366239	71532374	0.85	3.69E-31
40	ENSG00000137745	MMP13	matrix metallopeptidase 13 [Source:HGNC Symbol;Acc:HGNC:7159]	11	q22.2	-1	102942995	102955734	2.54	4.72E-31
41	ENSG00000158402	CDC25C	cell division cycle 25C [Source:HGNC Symbol;Acc:HGNC:1727]	5	q31.2	-1	138285265	138338355	1.68	6.07E-31
42	ENSG00000087586	AURKA	aurora kinase A [Source:HGNC Symbol;Acc:HGNC:11393]	20	q13.2	-1	56369389	56392337	3.36	6.28E-31
43	ENSG00000164548	TRA2A	transformer 2 alpha homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:16645]	7	p15.3	-1	23504780	23532041	1.45	1.26E-30
44	ENSG00000128607	KLHDC10	kelch domain containing 10 [Source:HGNC Symbol;Acc:HGNC:22194]	7	q32.2	1	130070510	130135720	1.28	1.53E-30
45	ENSG00000182197	EXT1	exostosin glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3512]	8	q24.11	-1	117794490	118111853	0.96	2.64E-30
46	ENSG00000249437	NAIP	"NLR family, apoptosis inhibitory protein [Source:HGNC Symbol;Acc:HGNC:7634]"	5	q13.2	-1	70968483	71025114	0.71	9.55E-30
47	ENSG00000169679	BUB1	BUB1 mitotic checkpoint serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1148]	2	q13	-1	110637698	110678114	3.24	1.17E-29
48	ENSG00000182253	SYNM	"synemin, intermediate filament protein [Source:HGNC Symbol;Acc:HGNC:24466]"	15	q26.3	1	99098217	99135593	-4.03	6.80E-28
49	ENSG00000139352	ASCL1	achaete-scute family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:738]	12	q23.2	1	102957686	102960516	4.19	1.66E-27
50	ENSG00000134138	MEIS2	Meis homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7001]	15	q14	-1	36889204	37101299	-3.47	1.50E-26
51	ENSG00000169155	ZBTB43	zinc finger and BTB domain containing 43 [Source:HGNC Symbol;Acc:HGNC:17908]	9	q33.3	1	126805006	126838210	0.79	2.09E-26
52	ENSG00000106462	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3527]	7	q36.1	-1	148807383	148884321	5.66	7.59E-26
53	ENSG00000118785	SPP1	secreted phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11255]	4	q22.1	1	87975650	87983426	4.16	7.80E-26
54	ENSG00000204262	COL5A2	"collagen, type V, alpha 2 [Source:HGNC Symbol;Acc:HGNC:2210]"	2	q32.2	-1	189031896	189179879	1.68	1.07E-25
55	ENSG00000112972	HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble) [Source:HGNC Symbol;Acc:HGNC:5007]	5	p12	-1	43289395	43313512	1.29	2.60E-25
56	ENSG00000139629	GALNT6	polypeptide N-acetylgalactosaminyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:4128]	12	q13.13	-1	51351247	51392867	5.84	5.29E-25
57	ENSG00000002587	HS3ST1	heparan sulfate (glucosamine) 3-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]	4	p15.33	-1	11393150	11429765	1.78	7.00E-25
58	ENSG00000114770	ABCC5	"ATP-binding cassette, sub-family C (CFTR/MRP), member 5 [Source:HGNC Symbol;Acc:HGNC:56]"	3	q27.1	-1	183919934	184018015	2.06	7.64E-25
59	ENSG00000153774	CFDP1	craniofacial development protein 1 [Source:HGNC Symbol;Acc:HGNC:1873]	16	q23.1	-1	75293698	75433485	1.47	8.29E-25
60	ENSG00000175084	DES	desmin [Source:HGNC Symbol;Acc:HGNC:2770]	2	q35	1	219418377	219426739	-5.30	1.56E-24
61	ENSG00000164821	DEFA4	"defensin, alpha 4, corticostatin [Source:HGNC Symbol;Acc:HGNC:2763]"	8	p23.1	-1	6935822	6938338	1.48	2.29E-24
62	ENSG00000111262	KCNA1	"potassium channel, voltage gated shaker related subfamily A, member 1 [Source:HGNC Symbol;Acc:HGNC:6218]"	12	p13.32	1	4909905	4931361	4.45	2.85E-24
63	ENSG00000247137			11	q14.1	-1	83184491	83193794	1.99	2.95E-24
64	ENSG00000162745	OLFML2B	olfactomedin-like 2B [Source:HGNC Symbol;Acc:HGNC:24558]	1	q23.3	-1	161983192	162023854	1.18	4.74E-24
65	ENSG00000076513	ANKRD13A	ankyrin repeat domain 13A [Source:HGNC Symbol;Acc:HGNC:21268]	12	q24.11	1	109999186	110039763	2.89	4.96E-24
66	ENSG00000100526	CDKN3	cyclin-dependent kinase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:1791]	14	q22.2	1	54396849	54420218	3.23	5.26E-24
67	ENSG00000123610	TNFAIP6	"tumor necrosis factor, alpha-induced protein 6 [Source:HGNC Symbol;Acc:HGNC:11898]"	2	q23.3	1	151357592	151380048	2.00	1.04E-23
68	ENSG00000131558	EXOC4	exocyst complex component 4 [Source:HGNC Symbol;Acc:HGNC:30389]	7	q33	1	133253073	134066589	0.41	1.75E-23
69	ENSG00000175445	LPL	lipoprotein lipase [Source:HGNC Symbol;Acc:HGNC:6677]	8	p21.3	1	19901717	19967258	2.63	2.56E-23
70	ENSG00000112137	PHACTR1	phosphatase and actin regulator 1 [Source:HGNC Symbol;Acc:HGNC:20990]	6	p24.1	1	12716805	13290484	3.91	2.95E-23
71	ENSG00000071054	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6866]	2	q11.2	1	101696850	101894689	1.27	3.77E-23
72	ENSG00000167900	TK1	"thymidine kinase 1, soluble [Source:HGNC Symbol;Acc:HGNC:11830]"	17	q25.3	-1	78174075	78187233	1.61	5.84E-23
73	ENSG00000127914	AKAP9	A kinase (PRKA) anchor protein 9 [Source:HGNC Symbol;Acc:HGNC:379]	7	q21.2	1	91940867	92110673	1.12	6.63E-23
74	ENSG00000149639	SOGA1	"suppressor of glucose, autophagy associated 1 [Source:HGNC Symbol;Acc:HGNC:16111]"	20	q11.23	-1	36777442	36863686	1.43	1.01E-22
75	ENSG00000239235	NA	NA	NA	NA	NA	NA	NA	0.55	2.14E-22
76	ENSG00000013810	TACC3	"transforming, acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:HGNC:11524]"	4	p16.3	1	1721490	1745176	2.18	2.76E-22
77	ENSG00000051825	MPHOSPH9	M-phase phosphoprotein 9 [Source:HGNC Symbol;Acc:HGNC:7215]	12	q24.31	-1	123152320	123244014	1.62	2.90E-22
78	ENSG00000115163	CENPA	centromere protein A [Source:HGNC Symbol;Acc:HGNC:1851]	2	p23.3	1	26764289	26801067	3.83	4.58E-22
79	ENSG00000102384	CENPI	centromere protein I [Source:HGNC Symbol;Acc:HGNC:3968]	X	q22.1	1	101098218	101163681	2.32	4.63E-22
80	ENSG00000099622	CIRBP	cold inducible RNA binding protein [Source:HGNC Symbol;Acc:HGNC:1982]	19	p13.3	1	1259384	1274880	-2.42	7.08E-22
81	ENSG00000256043	CTSO	cathepsin O [Source:HGNC Symbol;Acc:HGNC:2542]	4	q32.1	-1	155924118	155953917	-1.65	8.38E-22
82	ENSG00000115414	FN1	fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]	2	q35	-1	215360440	215436172	1.19	1.07E-21
83	ENSG00000186185	KIF18B	kinesin family member 18B [Source:HGNC Symbol;Acc:HGNC:27102]	17	q21.31	-1	44924709	44947711	3.45	1.25E-21
84	ENSG00000156304	SCAF4	SR-related CTD-associated factor 4 [Source:HGNC Symbol;Acc:HGNC:19304]	21	q22.11	-1	31671033	31732075	1.27	1.30E-21
85	ENSG00000106771	TMEM245	transmembrane protein 245 [Source:HGNC Symbol;Acc:HGNC:1363]	9	q31.3	-1	109015152	109119945	0.51	2.10E-21
86	ENSG00000121621	KIF18A	kinesin family member 18A [Source:HGNC Symbol;Acc:HGNC:29441]	11	p14.1	-1	28020620	28108308	3.36	3.12E-21
87	ENSG00000164244	PRRC1	proline-rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28164]	5	q23.2	1	127517609	127555089	0.63	3.78E-21
88	ENSG00000125686	MED1	mediator complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:9234]	17	q12	-1	39404285	39451286	0.75	4.69E-21
89	ENSG00000178999	AURKB	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	17	p13.1	-1	8204733	8210600	2.22	6.79E-21
90	ENSG00000056097	ZFR	zinc finger RNA binding protein [Source:HGNC Symbol;Acc:HGNC:17277]	5	p13.3	-1	32354350	32444761	0.98	9.78E-21
91	ENSG00000165304	MELK	maternal embryonic leucine zipper kinase [Source:HGNC Symbol;Acc:HGNC:16870]	9	p13.2	1	36572862	36677683	4.54	1.22E-20
92	ENSG00000143228	NUF2	"NUF2, NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:14621]"	1	q23.3	1	163266576	163355764	2.47	1.35E-20
93	ENSG00000143476	DTL	denticleless E3 ubiquitin protein ligase homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:30288]	1	q32.3	1	212035553	212107400	3.69	2.92E-20
94	ENSG00000069535	MAOB	monoamine oxidase B [Source:HGNC Symbol;Acc:HGNC:6834]	X	p11.3	-1	43766611	43882447	-3.72	4.24E-20
95	ENSG00000168447	SCNN1B	"sodium channel, non voltage gated 1 beta subunit [Source:HGNC Symbol;Acc:HGNC:10600]"	16	p12.2	1	23278231	23381299	2.85	4.68E-20
96	ENSG00000167508	MVD	mevalonate (diphospho) decarboxylase [Source:HGNC Symbol;Acc:HGNC:7529]	16	q24.2	-1	88651935	88663161	1.27	7.26E-20
97	ENSG00000101412	E2F1	E2F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3113]	20	q11.22	-1	33675683	33686404	2.62	8.39E-20
98	ENSG00000198203	SULT1C2	"sulfotransferase family, cytosolic, 1C, member 2 [Source:HGNC Symbol;Acc:HGNC:11456]"	2	q12.3	1	108288639	108309915	4.31	1.09E-19
99	ENSG00000241399	CD302	CD302 molecule [Source:HGNC Symbol;Acc:HGNC:30843]	2	q24.2	-1	159768630	159798255	-2.59	1.14E-19
100	ENSG00000033867	SLC4A7	"solute carrier family 4, sodium bicarbonate cotransporter, member 7 [Source:HGNC Symbol;Acc:HGNC:11033]"	3	p24.1	-1	27372721	27484420	0.90	1.25E-19
101	ENSG00000122176	FMOD	fibromodulin [Source:HGNC Symbol;Acc:HGNC:3774]	1	q32.1	-1	203340628	203351489	-3.65	1.30E-19
102	ENSG00000185630	PBX1	pre-B-cell leukemia homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8632]	1	q23.3	1	164555584	164899296	-0.66	1.33E-19
103	ENSG00000134057	CCNB1	cyclin B1 [Source:HGNC Symbol;Acc:HGNC:1579]	5	q13.2	1	69167010	69178245	1.94	1.50E-19
104	ENSG00000095637	SORBS1	sorbin and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14565]	10	q24.1	-1	95311771	95561414	-1.98	1.54E-19
105	ENSG00000104064	GABPB1	"GA binding protein transcription factor, beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:4074]"	15	q21.2	-1	50275392	50355408	0.50	2.05E-19
106	ENSG00000104332	SFRP1	secreted frizzled-related protein 1 [Source:HGNC Symbol;Acc:HGNC:10776]	8	p11.21	-1	41261958	41309497	-3.91	2.38E-19
107	ENSG00000151092	NGLY1	N-glycanase 1 [Source:HGNC Symbol;Acc:HGNC:17646]	3	p24.2	-1	25718944	25790039	1.04	2.91E-19
108	ENSG00000158578	ALAS2	5'-aminolevulinate synthase 2 [Source:HGNC Symbol;Acc:HGNC:397]	X	p11.21	-1	55009055	55031064	0.84	3.01E-19
109	ENSG00000109586	GALNT7	polypeptide N-acetylgalactosaminyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:4129]	4	q34.1	1	173168753	173323967	2.50	3.56E-19
110	ENSG00000132749	MTL5	"metallothionein-like 5, testis-specific (tesmin) [Source:HGNC Symbol;Acc:HGNC:7446]"	11	q13.3	-1	68707440	68751564	0.38	3.82E-19
111	ENSG00000113569	NUP155	nucleoporin 155kDa [Source:HGNC Symbol;Acc:HGNC:8063]	5	p13.2	-1	37288137	37371181	1.10	4.30E-19
112	ENSG00000185633	NDUFA4L2	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2 [Source:HGNC Symbol;Acc:HGNC:29836]"	12	q13.3	-1	57234903	57240715	2.30	7.30E-19
113	ENSG00000121390	PSPC1	paraspeckle component 1 [Source:HGNC Symbol;Acc:HGNC:20320]	13	q12.11	-1	19674752	19783019	0.77	9.72E-19
114	ENSG00000181704	YIPF6	"Yip1 domain family, member 6 [Source:HGNC Symbol;Acc:HGNC:28304]"	X	q12	1	68498323	68537285	1.27	1.05E-18
115	ENSG00000111596	CNOT2	"CCR4-NOT transcription complex, subunit 2 [Source:HGNC Symbol;Acc:HGNC:7878]"	12	q15	1	70242994	70354993	0.99	1.08E-18
116	ENSG00000173517	PEAK1	pseudopodium-enriched atypical kinase 1 [Source:HGNC Symbol;Acc:HGNC:29431]	15	q24.3	-1	77100656	77420144	0.37	1.22E-18
117	ENSG00000113448	PDE4D	"phosphodiesterase 4D, cAMP-specific [Source:HGNC Symbol;Acc:HGNC:8783]"	5	q12.1	-1	58969038	60522120	-1.83	1.33E-18
118	ENSG00000152137	HSPB8	heat shock 22kDa protein 8 [Source:HGNC Symbol;Acc:HGNC:30171]	12	q24.23	1	119178642	119221131	-1.71	1.42E-18
119	ENSG00000203667	COX20	COX20 cytochrome c oxidase assembly factor [Source:HGNC Symbol;Acc:HGNC:26970]	1	q44	1	244835322	244845057	0.82	1.63E-18
120	ENSG00000120659	TNFSF11	"tumor necrosis factor (ligand) superfamily, member 11 [Source:HGNC Symbol;Acc:HGNC:11926]"	13	q14.11	1	42562736	42608013	0.92	2.13E-18
121	ENSG00000008196	TFAP2B	transcription factor AP-2 beta (activating enhancer binding protein 2 beta) [Source:HGNC Symbol;Acc:HGNC:11743]	6	p12.3	1	50818723	50847613	1.78	2.29E-18
122	ENSG00000173786	CNP	"2',3'-cyclic nucleotide 3' phosphodiesterase [Source:HGNC Symbol;Acc:HGNC:2158]"	17	q21.2	1	41966741	41977731	-0.62	2.50E-18
123	ENSG00000005483	KMT2E	lysine (K)-specific methyltransferase 2E [Source:HGNC Symbol;Acc:HGNC:18541]	7	q22.3	1	105014179	105114361	1.26	2.76E-18
124	ENSG00000123066	MED13L	mediator complex subunit 13-like [Source:HGNC Symbol;Acc:HGNC:22962]	12	q24.21	-1	115953872	116277338	1.51	2.83E-18
125	ENSG00000112742	TTK	TTK protein kinase [Source:HGNC Symbol;Acc:HGNC:12401]	6	q14.1	1	80003887	80042527	3.20	2.86E-18
126	ENSG00000075218	GTSE1	G-2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:HGNC:13698]	22	q13.31	1	46296741	46330810	3.43	3.61E-18
127	ENSG00000008441	NFIX	nuclear factor I/X (CCAAT-binding transcription factor) [Source:HGNC Symbol;Acc:HGNC:7788]	19	p13.13	1	12995608	13098796	0.61	4.17E-18
128	ENSG00000067842	ATP2B3	"ATPase, Ca++ transporting, plasma membrane 3 [Source:HGNC Symbol;Acc:HGNC:816]"	X	q28	1	153517676	153582939	2.14	4.35E-18
129	ENSG00000112701	SENP6	SUMO1/sentrin specific peptidase 6 [Source:HGNC Symbol;Acc:HGNC:20944]	6	q14.1	1	75601509	75718278	0.36	4.57E-18
130	ENSG00000108821	COL1A1	"collagen, type I, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2197]"	17	q21.33	-1	50183289	50201632	3.07	4.64E-18
131	ENSG00000164104	HMGB2	high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000]	4	q34.1	-1	173331695	173335125	1.72	4.88E-18
132	ENSG00000164985	PSIP1	PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]	9	p22.3	-1	15464066	15511019	0.38	4.97E-18
133	ENSG00000117620	SLC35A3	"solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3 [Source:HGNC Symbol;Acc:HGNC:11023]"	1	p21.2	1	99969789	100026979	-1.58	9.90E-18
134	ENSG00000086717	PPEF1	"protein phosphatase, EF-hand calcium binding domain 1 [Source:HGNC Symbol;Acc:HGNC:9243]"	X	p22.13	1	18675909	18827921	0.60	1.11E-17
135	ENSG00000152253	SPC25	"SPC25, NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:24031]"	2	q31.1	-1	168834132	168913371	1.35	1.53E-17
136	ENSG00000134291	TMEM106C	transmembrane protein 106C [Source:HGNC Symbol;Acc:HGNC:28775]	12	q13.11	1	47963569	47968878	1.88	1.75E-17
137	ENSG00000259758	NA	NA	NA	NA	NA	NA	NA	1.22	2.23E-17
138	ENSG00000196620	UGT2B15	"UDP glucuronosyltransferase 2 family, polypeptide B15 [Source:HGNC Symbol;Acc:HGNC:12546]"	4	q13.2	-1	68537413	68670628	1.02	2.32E-17
139	ENSG00000138792	ENPEP	glutamyl aminopeptidase (aminopeptidase A) [Source:HGNC Symbol;Acc:HGNC:3355]	4	q25	1	110365733	110565285	1.54	2.48E-17
140	ENSG00000206573	THUMPD3-AS1	THUMPD3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44478]	3	p25.3	-1	9349689	9398579	0.95	3.16E-17
141	ENSG00000138294	NA	NA	NA	NA	NA	NA	NA	-3.67	3.27E-17
142	ENSG00000164692	COL1A2	"collagen, type I, alpha 2 [Source:HGNC Symbol;Acc:HGNC:2198]"	7	q21.3	1	94394561	94431232	1.37	3.68E-17
143	ENSG00000165548	TMEM63C	transmembrane protein 63C [Source:HGNC Symbol;Acc:HGNC:23787]	14	q24.3	1	77116568	77259495	3.76	4.03E-17
144	ENSG00000188021	UBQLN2	ubiquilin 2 [Source:HGNC Symbol;Acc:HGNC:12509]	X	p11.21	1	56563639	56567868	1.11	4.12E-17
145	ENSG00000049883	PTCD2	pentatricopeptide repeat domain 2 [Source:HGNC Symbol;Acc:HGNC:25734]	5	q13.2	1	72320367	72368395	0.60	4.32E-17
146	ENSG00000133624	ZNF767P	"zinc finger family member 767, pseudogene [Source:HGNC Symbol;Acc:HGNC:21884]"	7	q36.1	-1	149547154	149624752	0.62	5.95E-17
147	ENSG00000115760	BIRC6	baculoviral IAP repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:13516]	2	p22.3	1	32357028	32618899	0.45	6.50E-17
148	ENSG00000008300	CELSR3	"cadherin, EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:HGNC:3230]"	3	p21.31	-1	48636469	48662915	2.27	6.61E-17
149	ENSG00000175264	CHST1	carbohydrate (keratan sulfate Gal-6) sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:1969]	11	p11.2	-1	45648877	45665622	7.14	7.14E-17
150	ENSG00000145386	CCNA2	cyclin A2 [Source:HGNC Symbol;Acc:HGNC:1578]	4	q27	-1	121816444	121823933	2.32	9.93E-17
151	ENSG00000137804	NUSAP1	nucleolar and spindle associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18538]	15	q15.1	1	41332694	41381050	2.77	1.06E-16
152	ENSG00000007933	FMO3	flavin containing monooxygenase 3 [Source:HGNC Symbol;Acc:HGNC:3771]	1	q24.3	1	171090877	171117819	1.33	1.07E-16
153	ENSG00000066777	ARFGEF1	ADP-ribosylation factor guanine nucleotide-exchange factor 1 (brefeldin A-inhibited) [Source:HGNC Symbol;Acc:HGNC:15772]	8	q13.2	-1	67173511	67343677	0.55	1.08E-16
154	ENSG00000197894	ADH5	"alcohol dehydrogenase 5 (class III), chi polypeptide [Source:HGNC Symbol;Acc:HGNC:253]"	4	q23	-1	99070978	99088801	-1.48	1.18E-16
155	ENSG00000174013	FBXO45	F-box protein 45 [Source:HGNC Symbol;Acc:HGNC:29148]	3	q29	1	196568611	196589059	1.80	1.32E-16
156	ENSG00000117525	F3	"coagulation factor III (thromboplastin, tissue factor) [Source:HGNC Symbol;Acc:HGNC:3541]"	1	p21.3	-1	94529225	94541800	-4.56	1.35E-16
157	ENSG00000142748	FCN3	ficolin (collagen/fibrinogen domain containing) 3 [Source:HGNC Symbol;Acc:HGNC:3625]	1	p36.11	-1	27369112	27374824	1.78	1.36E-16
158	ENSG00000176890	TYMS	thymidylate synthetase [Source:HGNC Symbol;Acc:HGNC:12441]	18	p11.32	1	657604	673578	0.62	1.39E-16
159	ENSG00000144834	TAGLN3	transgelin 3 [Source:HGNC Symbol;Acc:HGNC:29868]	3	q13.2	1	111998664	112013887	1.91	1.50E-16
160	ENSG00000008294	SPAG9	sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524]	17	q21.33	-1	50962174	51120865	0.89	1.58E-16
