rank	ensembl_id	hgnc_symbol	description	chromosome_name	band	strand	start_position	end_position	average_log2fc	combined_p
29	ENSG00000106462	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3527]	7	q36.1	-1	148807383	148884321	0.96	2.73E-98
30	ENSG00000070731	ST6GALNAC2	"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10867]"	17	q25.1	-1	76563710	76586956	-1.29	3.07E-98
31	ENSG00000123473	STIL	SCL/TAL1 interrupting locus [Source:HGNC Symbol;Acc:HGNC:10879]	1	p33	-1	47250139	47314147	1.56	3.65E-98
32	ENSG00000066468	FGFR2	fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689]	10	q26.13	-1	121478334	121598458	-1.89	3.93E-98
33	ENSG00000163032	VSNL1	visinin-like 1 [Source:HGNC Symbol;Acc:HGNC:12722]	2	p24.2	1	17539126	17657018	-1.6	1.25E-97
34	ENSG00000119938	PPP1R3C	"protein phosphatase 1, regulatory subunit 3C [Source:HGNC Symbol;Acc:HGNC:9293]"	10	q23.32	-1	91628442	91633054	-1.71	3.55E-97
35	ENSG00000169071	ROR2	receptor tyrosine kinase-like orphan receptor 2 [Source:HGNC Symbol;Acc:HGNC:10257]	9	q22.31	-1	91563091	91950162	-1.24	4.32E-97
36	ENSG00000167191	GPRC5B	"G protein-coupled receptor, class C, group 5, member B [Source:HGNC Symbol;Acc:HGNC:13308]"	16	p12.3	-1	19856691	19886167	-1.06	1.95E-96
37	ENSG00000141469	SLC14A1	"solute carrier family 14 (urea transporter), member 1 (Kidd blood group) [Source:HGNC Symbol;Acc:HGNC:10918]"	18	q12.3	1	45724127	45752520	-2.67	5.44E-96
38	ENSG00000152137	HSPB8	heat shock 22kDa protein 8 [Source:HGNC Symbol;Acc:HGNC:30171]	12	q24.23	1	119178642	119221131	-2.02	6.27E-96
39	ENSG00000128050	PAICS	"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase [Source:HGNC Symbol;Acc:HGNC:8587]"	4	q12	1	56435741	56464579	0.81	1.43E-95
40	ENSG00000163110	PDLIM5	PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]	4	q22.3	1	94451857	94668227	1.35	2.00E-95
41	ENSG00000110931	CAMKK2	"calcium/calmodulin-dependent protein kinase kinase 2, beta [Source:HGNC Symbol;Acc:HGNC:1470]"	12	q24.31	-1	121237691	121298308	1.64	3.99E-95
42	ENSG00000169562	GJB1	"gap junction protein, beta 1, 32kDa [Source:HGNC Symbol;Acc:HGNC:4283]"	X	q13.1	1	71215194	71225516	1.75	4.34E-94
43	ENSG00000100307	CBX7	chromobox homolog 7 [Source:HGNC Symbol;Acc:HGNC:1557]	22	q13.1	-1	39120167	39152674	-0.99	6.22E-94
44	ENSG00000171766	GATM	glycine amidinotransferase (L-arginine:glycine amidinotransferase) [Source:HGNC Symbol;Acc:HGNC:4175]	15	q21.1	-1	45361124	45402327	-1.07	6.46E-94
45	ENSG00000103710	RASL12	"RAS-like, family 12 [Source:HGNC Symbol;Acc:HGNC:30289]"	15	q22.31	-1	65053337	65076690	-1.74	9.16E-94
46	ENSG00000115963	RND3	Rho family GTPase 3 [Source:HGNC Symbol;Acc:HGNC:671]	2	q23.3	-1	150468195	150539011	-1.32	2.58E-93
47	ENSG00000126458	RRAS	related RAS viral (r-ras) oncogene homolog [Source:HGNC Symbol;Acc:HGNC:10447]	19	q13.33	-1	49635292	49640201	-1.28	6.32E-92
48	ENSG00000134909	ARHGAP32	Rho GTPase activating protein 32 [Source:HGNC Symbol;Acc:HGNC:17399]	11	q24.3	-1	128965060	129279324	0.77	1.69E-91
49	ENSG00000161281	COX7A1	cytochrome c oxidase subunit VIIa polypeptide 1 (muscle) [Source:HGNC Symbol;Acc:HGNC:2287]	19	q13.12	-1	36150922	36152869	-1.53	2.09E-91
50	ENSG00000065989	PDE4A	"phosphodiesterase 4A, cAMP-specific [Source:HGNC Symbol;Acc:HGNC:8780]"	19	p13.2	1	10416773	10469631	-1.2	2.55E-91
51	ENSG00000196586	MYO6	myosin VI [Source:HGNC Symbol;Acc:HGNC:7605]	6	q14.1	1	75749192	75919537	1.69	5.36E-91
52	ENSG00000132182	NUP210	nucleoporin 210kDa [Source:HGNC Symbol;Acc:HGNC:30052]	3	p25.1	-1	13316235	13420309	1.11	1.56E-90
53	ENSG00000138119	MYOF	myoferlin [Source:HGNC Symbol;Acc:HGNC:3656]	10	q23.33	-1	93306429	93482317	-1.34	1.72E-90
54	ENSG00000166833	NAV2	neuron navigator 2 [Source:HGNC Symbol;Acc:HGNC:15997]	11	p15.1	1	19350724	20121598	-1.11	2.31E-90
55	ENSG00000168309	FAM107A	"family with sequence similarity 107, member A [Source:HGNC Symbol;Acc:HGNC:30827]"	3	p14.2	-1	58564117	58627610	-1.45	1.33E-89
56	ENSG00000065618	COL17A1	"collagen, type XVII, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2194]"	10	q25.1	-1	104031286	104086002	-1.66	2.97E-89
57	ENSG00000150281	CTF1	cardiotrophin 1 [Source:HGNC Symbol;Acc:HGNC:2499]	16	p11.2	1	30896607	30903560	-0.98	3.21E-89
58	ENSG00000018625	ATP1A2	"ATPase, Na+/K+ transporting, alpha 2 polypeptide [Source:HGNC Symbol;Acc:HGNC:800]"	1	q23.2	1	160115759	160143591	-1.8	5.80E-89
59	ENSG00000166501	PRKCB	"protein kinase C, beta [Source:HGNC Symbol;Acc:HGNC:9395]"	16	p12.2	1	23836001	24220611	-1.3	9.73E-89
60	ENSG00000134138	MEIS2	Meis homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7001]	15	q14	-1	36889204	37101299	-1.46	3.51E-88
61	ENSG00000168306	ACOX2	"acyl-CoA oxidase 2, branched chain [Source:HGNC Symbol;Acc:HGNC:120]"	3	p14.3	-1	58505136	58537319	-1.45	3.77E-88
62	ENSG00000165966	PDZRN4	PDZ domain containing ring finger 4 [Source:HGNC Symbol;Acc:HGNC:30552]	12	q12	1	41188448	41574590	-1.4	1.54E-87
63	ENSG00000109819	PPARGC1A	"peroxisome proliferator-activated receptor gamma, coactivator 1 alpha [Source:HGNC Symbol;Acc:HGNC:9237]"	4	p15.2	-1	23755041	23904089	-1.46	4.71E-87
64	ENSG00000167107	ACSF2	acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101]	17	q21.33	1	50426158	50474845	-1.52	2.04E-86
65	ENSG00000122367	LDB3	LIM domain binding 3 [Source:HGNC Symbol;Acc:HGNC:15710]	10	q23.2	1	86668449	86736068	-1.62	2.88E-86
66	ENSG00000137699	TRIM29	tripartite motif containing 29 [Source:HGNC Symbol;Acc:HGNC:17274]	11	q23.3	-1	120111275	120185529	-2.24	3.41E-86
67	ENSG00000236699	ARHGEF38	Rho guanine nucleotide exchange factor (GEF) 38 [Source:HGNC Symbol;Acc:HGNC:25968]	4	q24	1	105552620	105708093	1.46	1.20E-85
68	ENSG00000133424	LARGE	like-glycosyltransferase [Source:HGNC Symbol;Acc:HGNC:6511]	22	q12.3	-1	33162226	33922841	-0.91	1.93E-85
69	ENSG00000177469	PTRF	polymerase I and transcript release factor [Source:HGNC Symbol;Acc:HGNC:9688]	17	q21.2	-1	42402452	42423517	-1.29	4.45E-85
70	ENSG00000154330	PGM5	phosphoglucomutase 5 [Source:HGNC Symbol;Acc:HGNC:8908]	9	q21.11	1	68328308	68531061	-1.87	8.38E-85
71	ENSG00000142973	CYP4B1	"cytochrome P450, family 4, subfamily B, polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:2644]"	1	p33	1	46757838	46819413	-1.72	1.90E-84
72	ENSG00000119986	AVPI1	arginine vasopressin-induced 1 [Source:HGNC Symbol;Acc:HGNC:30898]	10	q24.2	-1	97677424	97687323	-0.95	2.06E-84
73	ENSG00000143995	MEIS1	Meis homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7000]	2	p14	1	66433452	66573869	-1.12	2.09E-84
74	ENSG00000205978	NYNRIN	NYN domain and retroviral integrase containing [Source:HGNC Symbol;Acc:HGNC:20165]	14	q12	1	24398786	24419288	-1.17	2.26E-84
75	ENSG00000186081	KRT5	"keratin 5, type II [Source:HGNC Symbol;Acc:HGNC:6442]"	12	q13.13	-1	52514575	52520687	-2.64	2.66E-84
76	ENSG00000165996	HACD1	3-hydroxyacyl-CoA dehydratase 1 [Source:HGNC Symbol;Acc:HGNC:9639]	10	p12.33	-1	17589032	17617377	-1.41	1.96E-83
77	ENSG00000198624	CCDC69	coiled-coil domain containing 69 [Source:HGNC Symbol;Acc:HGNC:24487]	5	q33.1	-1	151181052	151224145	-1.16	6.67E-83
78	ENSG00000130176	CNN1	"calponin 1, basic, smooth muscle [Source:HGNC Symbol;Acc:HGNC:2155]"	19	p13.2	1	11538717	11550323	-1.73	3.26E-82
79	ENSG00000169282	KCNAB1	"potassium channel, voltage gated subfamily A regulatory beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:6228]"	3	q25.31	1	156037701	156539138	-1.57	4.48E-82
80	ENSG00000134201	GSTM5	glutathione S-transferase mu 5 [Source:HGNC Symbol;Acc:HGNC:4637]	1	p13.3	1	109712255	109775428	-1.22	4.96E-82
81	ENSG00000152284	TCF7L1	"transcription factor 7-like 1 (T-cell specific, HMG-box) [Source:HGNC Symbol;Acc:HGNC:11640]"	2	p11.2	1	85133410	85310388	-0.98	1.25E-81
82	ENSG00000175130	MARCKSL1	MARCKS-like 1 [Source:HGNC Symbol;Acc:HGNC:7142]	1	p35.1	-1	32333832	32336379	1.42	2.24E-81
83	ENSG00000162493	PDPN	podoplanin [Source:HGNC Symbol;Acc:HGNC:29602]	1	p36.21	1	13583465	13617957	-0.92	7.62E-80
84	ENSG00000103175	WFDC1	WAP four-disulfide core domain 1 [Source:HGNC Symbol;Acc:HGNC:15466]	16	q24.1	1	84294646	84329851	-1.76	1.78E-79
85	ENSG00000101938	CHRDL1	chordin-like 1 [Source:HGNC Symbol;Acc:HGNC:29861]	X	q23	-1	110673856	110795819	-1.69	3.43E-79
86	ENSG00000169116	PARM1	prostate androgen-regulated mucin-like protein 1 [Source:HGNC Symbol;Acc:HGNC:24536]	4	q13.3	1	74933095	75050115	-1.3	4.20E-79
87	ENSG00000046653	GPM6B	glycoprotein M6B [Source:HGNC Symbol;Acc:HGNC:4461]	X	p22.2	-1	13771031	13938638	-1.06	7.04E-79
88	ENSG00000187094	CCK	cholecystokinin [Source:HGNC Symbol;Acc:HGNC:1569]	3	p22.1	-1	42257825	42266207	-1.99	7.15E-79
89	ENSG00000139926	FRMD6	FERM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19839]	14	q22.1	1	51489100	51730727	-1.06	8.81E-79
90	ENSG00000101017	CD40	"CD40 molecule, TNF receptor superfamily member 5 [Source:HGNC Symbol;Acc:HGNC:11919]"	20	q13.12	1	46118272	46129863	-1.07	3.90E-78
91	ENSG00000198732	SMOC1	SPARC related modular calcium binding 1 [Source:HGNC Symbol;Acc:HGNC:20318]	14	q24.2	1	69854131	70032366	-2.21	8.49E-78
92	ENSG00000111058	ACSS3	acyl-CoA synthetase short-chain family member 3 [Source:HGNC Symbol;Acc:HGNC:24723]	12	q21.31	1	80936414	81261205	-1.06	1.40E-77
93	ENSG00000123570	RAB9B	"RAB9B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14090]"	X	q22.2	-1	103822322	103832228	-1.2	1.58E-77
94	ENSG00000169891	REPS2	RALBP1 associated Eps domain containing 2 [Source:HGNC Symbol;Acc:HGNC:9963]	X	p22.2	1	16946691	17153280	1.22	3.01E-77
95	ENSG00000121577	POPDC2	popeye domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17648]	3	q13.33	-1	119636457	119665324	-1.21	3.67E-77
96	ENSG00000168765	GSTM4	glutathione S-transferase mu 4 [Source:HGNC Symbol;Acc:HGNC:4636]	1	p13.3	1	109656081	109674836	-1.19	4.65E-77
97	ENSG00000196878	LAMB3	"laminin, beta 3 [Source:HGNC Symbol;Acc:HGNC:6490]"	1	q32.2	-1	209614870	209652466	-1.66	6.02E-77
98	ENSG00000149150	SLC43A1	"solute carrier family 43 (amino acid system L transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:9225]"	11	q12.1	-1	57484534	57515786	1.39	6.58E-77
99	ENSG00000076864	RAP1GAP	RAP1 GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:9858]	1	p36.12	-1	21596215	21669363	1.32	1.39E-76
100	ENSG00000073712	FERMT2	fermitin family member 2 [Source:HGNC Symbol;Acc:HGNC:15767]	14	q22.1	-1	52857268	52952435	-1.41	2.19E-76
101	ENSG00000171346	KRT15	"keratin 15, type I [Source:HGNC Symbol;Acc:HGNC:6421]"	17	q21.2	-1	41513743	41522529	-2.7	4.26E-76
102	ENSG00000180447	GAS1	growth arrest-specific 1 [Source:HGNC Symbol;Acc:HGNC:4165]	9	q21.33	-1	86944363	86947189	-1.42	5.91E-76
103	ENSG00000111728	ST8SIA1	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10869]"	12	p12.1	-1	22063773	22437041	-1.25	6.22E-76
104	ENSG00000166780	C16orf45	chromosome 16 open reading frame 45 [Source:HGNC Symbol;Acc:HGNC:19213]	16	p13.11	1	15434295	15625028	-1.25	7.62E-76
105	ENSG00000137094	DNAJB5	"DnaJ (Hsp40) homolog, subfamily B, member 5 [Source:HGNC Symbol;Acc:HGNC:14887]"	9	p13.3	1	34989641	34998900	-1.23	1.06E-75
106	ENSG00000142583	SLC2A5	"solute carrier family 2 (facilitated glucose/fructose transporter), member 5 [Source:HGNC Symbol;Acc:HGNC:11010]"	1	p36.23	-1	9035107	9088478	-2.29	1.28E-75
107	ENSG00000128714	HOXD13	homeobox D13 [Source:HGNC Symbol;Acc:HGNC:5136]	2	q31.1	1	176092891	176095938	-1.43	2.19E-75
108	ENSG00000148660	CAMK2G	calcium/calmodulin-dependent protein kinase II gamma [Source:HGNC Symbol;Acc:HGNC:1463]	10	q22.2	-1	73812501	73874591	-0.75	5.65E-75
109	ENSG00000148120	C9orf3	chromosome 9 open reading frame 3 [Source:HGNC Symbol;Acc:HGNC:1361]	9	q22.32	1	94726701	95087218	-0.88	8.09E-75
110	ENSG00000120885	CLU	clusterin [Source:HGNC Symbol;Acc:HGNC:2095]	8	p21.1	-1	27596917	27615031	-1.95	1.29E-74
111	ENSG00000126249	PDCD2L	programmed cell death 2-like [Source:HGNC Symbol;Acc:HGNC:28194]	19	q13.11	1	34404384	34426168	0.88	2.37E-74
112	ENSG00000171714	ANO5	anoctamin 5 [Source:HGNC Symbol;Acc:HGNC:27337]	11	p14.3	1	22193176	22283357	-1.29	2.85E-74
113	ENSG00000130224	LRCH2	leucine-rich repeats and calponin homology (CH) domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29292]	X	q23	-1	115110616	115234072	-1.5	3.41E-74
114	ENSG00000101493	ZNF516	zinc finger protein 516 [Source:HGNC Symbol;Acc:HGNC:28990]	18	q23	-1	76358190	76495190	-0.95	3.81E-74
115	ENSG00000164116	GUCY1A3	"guanylate cyclase 1, soluble, alpha 3 [Source:HGNC Symbol;Acc:HGNC:4685]"	4	q32.1	1	155666711	155732349	1.18	4.07E-74
116	ENSG00000050165	DKK3	dickkopf WNT signaling pathway inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:2893]	11	p15.3	-1	11963106	12009769	-1.28	5.15E-74
117	ENSG00000189334	S100A14	S100 calcium binding protein A14 [Source:HGNC Symbol;Acc:HGNC:18901]	1	q21.3	-1	153614255	153616986	-1.06	5.78E-74
118	ENSG00000005243	COPZ2	"coatomer protein complex, subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356]"	17	q21.32	-1	48026167	48038030	-1	1.82E-73
119	ENSG00000197043	ANXA6	annexin A6 [Source:HGNC Symbol;Acc:HGNC:544]	5	q33.1	-1	151100712	151157882	-1.12	2.20E-73
120	ENSG00000103241	FOXF1	forkhead box F1 [Source:HGNC Symbol;Acc:HGNC:3809]	16	q24.1	1	86510527	86515418	-1.45	3.58E-73
121	ENSG00000058668	ATP2B4	"ATPase, Ca++ transporting, plasma membrane 4 [Source:HGNC Symbol;Acc:HGNC:817]"	1	q32.1	1	203626561	203744081	-1.1	4.31E-73
122	ENSG00000124839	RAB17	"RAB17, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16523]"	2	q37.3	-1	237574322	237601614	1.31	4.31E-73
123	ENSG00000090776	EFNB1	ephrin-B1 [Source:HGNC Symbol;Acc:HGNC:3226]	X	q13.1	1	68828997	68842147	-0.87	6.22E-73
124	ENSG00000116649	SRM	spermidine synthase [Source:HGNC Symbol;Acc:HGNC:11296]	1	p36.22	-1	11054584	11060024	0.84	8.08E-73
125	ENSG00000114631	PODXL2	podocalyxin-like 2 [Source:HGNC Symbol;Acc:HGNC:17936]	3	q21.3	1	127629181	127672809	1.31	1.88E-72
126	ENSG00000174099	MSRB3	methionine sulfoxide reductase B3 [Source:HGNC Symbol;Acc:HGNC:27375]	12	q14.3	1	65278643	65488244	-1.59	8.79E-72
127	ENSG00000156076	WIF1	WNT inhibitory factor 1 [Source:HGNC Symbol;Acc:HGNC:18081]	12	q14.3	-1	65050626	65121566	-2.2	9.27E-72
128	ENSG00000091972	CD200	CD200 molecule [Source:HGNC Symbol;Acc:HGNC:7203]	3	q13.2	1	112332347	112362812	-1.06	1.30E-71
129	ENSG00000164379	FOXQ1	forkhead box Q1 [Source:HGNC Symbol;Acc:HGNC:20951]	6	p25.3	1	1312473	1314187	-1.67	1.36E-71
130	ENSG00000077232	DNAJC10	"DnaJ (Hsp40) homolog, subfamily C, member 10 [Source:HGNC Symbol;Acc:HGNC:24637]"	2	q32.1	1	182716041	182794464	1.04	1.70E-71
131	ENSG00000115380	EFEMP1	EGF containing fibulin-like extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3218]	2	p16.1	-1	55865967	55924139	-1.32	4.11E-71
132	ENSG00000006625	GGCT	gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705]	7	p14.3	-1	30496621	30504844	0.67	7.55E-71
133	ENSG00000149294	NCAM1	neural cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:7656]	11	q23.2	1	112961247	113278436	-1.2	8.77E-71
134	ENSG00000143179	UCK2	uridine-cytidine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12562]	1	q24.1	1	165827531	165911618	0.73	9.19E-71
135	ENSG00000163069	SGCB	"sarcoglycan, beta (43kDa dystrophin-associated glycoprotein) [Source:HGNC Symbol;Acc:HGNC:10806]"	4	q12	-1	52020706	52038482	-0.9	2.67E-70
136	ENSG00000235162	C12orf75	chromosome 12 open reading frame 75 [Source:HGNC Symbol;Acc:HGNC:35164]	12	q23.3	1	105235290	105396097	-1.62	2.70E-70
137	ENSG00000148773	MKI67	marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]	10	q26.2	-1	128096659	128126385	1.23	2.94E-70
138	ENSG00000175084	DES	desmin [Source:HGNC Symbol;Acc:HGNC:2770]	2	q35	1	219418377	219426739	-1.72	4.28E-70
139	ENSG00000144681	STAC	SH3 and cysteine rich domain [Source:HGNC Symbol;Acc:HGNC:11353]	3	p22.3	1	36380344	36548007	-1.77	5.54E-70
140	ENSG00000125247	TMTC4	transmembrane and tetratricopeptide repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:25904]	13	q32.3	-1	100603927	100675093	1.25	6.25E-70
141	ENSG00000186073	C15orf41	chromosome 15 open reading frame 41 [Source:HGNC Symbol;Acc:HGNC:26929]	15	q14	1	36579611	36810248	-1.42	7.46E-70
142	ENSG00000133067	LGR6	leucine-rich repeat containing G protein-coupled receptor 6 [Source:HGNC Symbol;Acc:HGNC:19719]	1	q32.1	1	202193901	202319781	-1.18	1.04E-69
143	ENSG00000134324	LPIN1	lipin 1 [Source:HGNC Symbol;Acc:HGNC:13345]	2	p25.1	1	11677595	11827409	-0.95	1.15E-69
144	ENSG00000204713	TRIM27	tripartite motif containing 27 [Source:HGNC Symbol;Acc:HGNC:9975]	6	p22.1	-1	28903002	28923989	0.66	1.16E-69
145	ENSG00000198121	LPAR1	lysophosphatidic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:3166]	9	q31.3	-1	110873263	111038458	-1.02	1.76E-69
146	ENSG00000129757	CDKN1C	"cyclin-dependent kinase inhibitor 1C (p57, Kip2) [Source:HGNC Symbol;Acc:HGNC:1786]"	11	p15.4	-1	2883213	2885881	-0.99	1.93E-69
147	ENSG00000184564	SLITRK6	"SLIT and NTRK-like family, member 6 [Source:HGNC Symbol;Acc:HGNC:23503]"	13	q31.1	-1	85792790	85799488	-1.85	1.99E-69
148	ENSG00000092096	SLC22A17	"solute carrier family 22, member 17 [Source:HGNC Symbol;Acc:HGNC:23095]"	14	q11.2	-1	23346306	23352912	-1.08	4.87E-69
149	ENSG00000110880	CORO1C	"coronin, actin binding protein, 1C [Source:HGNC Symbol;Acc:HGNC:2254]"	12	q24.11	-1	108645109	108731596	-0.9	6.22E-69
150	ENSG00000169710	FASN	fatty acid synthase [Source:HGNC Symbol;Acc:HGNC:3594]	17	q25.3	-1	82078338	82098332	1.55	8.54E-69
151	ENSG00000187210	GCNT1	"glucosaminyl (N-acetyl) transferase 1, core 2 [Source:HGNC Symbol;Acc:HGNC:4203]"	9	q21.13	1	76419850	76507416	1.72	8.75E-69
152	ENSG00000173898	SPTBN2	"spectrin, beta, non-erythrocytic 2 [Source:HGNC Symbol;Acc:HGNC:11276]"	11	q13.2	-1	66685248	66729226	0.87	9.96E-69
153	ENSG00000169129	AFAP1L2	actin filament associated protein 1-like 2 [Source:HGNC Symbol;Acc:HGNC:25901]	10	q25.3	-1	114294824	114404756	-0.97	1.22E-68
154	ENSG00000132819	RBM38	RNA binding motif protein 38 [Source:HGNC Symbol;Acc:HGNC:15818]	20	q13.31	1	57391407	57409333	-0.98	1.96E-68
155	ENSG00000123243	ITIH5	"inter-alpha-trypsin inhibitor heavy chain family, member 5 [Source:HGNC Symbol;Acc:HGNC:21449]"	10	p14	-1	7559270	7666998	-1.18	2.00E-68
156	ENSG00000120907	ADRA1A	adrenoceptor alpha 1A [Source:HGNC Symbol;Acc:HGNC:277]	8	p21.2	-1	26748150	26867273	-1.39	3.27E-68
157	ENSG00000117724	CENPF	"centromere protein F, 350/400kDa [Source:HGNC Symbol;Acc:HGNC:1857]"	1	q41	1	214603195	214664588	0.92	3.72E-68
