rank	ensembl_id	hgnc_symbol	description	chromosome_name	band	strand	start_position	end_position	average_log2fc	combined_p
46	ENSG00000159176	CSRP1	cysteine and glycine-rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2469]	1	q32.1	-1	201483530	201509456	-1.36	4.01E-12
47	ENSG00000198478	SH3BGRL2	SH3 domain binding glutamate-rich protein like 2 [Source:HGNC Symbol;Acc:HGNC:15567]	6	q14.1	1	79631283	79703659	-1.79	4.51E-12
48	ENSG00000104313	EYA1	EYA transcriptional coactivator and phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3519]	8	q13.3	-1	71197433	71362232	-2.07	5.62E-12
49	ENSG00000139163	ETNK1	ethanolamine kinase 1 [Source:HGNC Symbol;Acc:HGNC:24649]	12	p12.1	1	22625075	22690665	0.81	7.10E-12
50	ENSG00000153823	PID1	phosphotyrosine interaction domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26084]	2	q36.3	-1	228850526	229271285	-1.60	7.96E-12
51	ENSG00000085741	WNT11	"wingless-type MMTV integration site family, member 11 [Source:HGNC Symbol;Acc:HGNC:12776]"	11	q13.5	-1	76186325	76210736	1.85	1.12E-11
52	ENSG00000196104	SPOCK3	"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3 [Source:HGNC Symbol;Acc:HGNC:13565]"	4	q32.3	-1	166733384	167234796	-2.29	1.22E-11
53	ENSG00000086102	NFX1	"nuclear transcription factor, X-box binding 1 [Source:HGNC Symbol;Acc:HGNC:7803]"	9	p13.3	1	33290511	33371157	2.45	1.28E-11
54	ENSG00000183023	SLC8A1	"solute carrier family 8 (sodium/calcium exchanger), member 1 [Source:HGNC Symbol;Acc:HGNC:11068]"	2	p22.1	-1	40097270	40611053	-0.84	1.65E-11
55	ENSG00000157764	BRAF	"B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]"	7	q34	-1	140719327	140924764	-3.67	2.03E-11
56	ENSG00000171723	GPHN	gephyrin [Source:HGNC Symbol;Acc:HGNC:15465]	14	q23.3	1	66507407	67181803	1.06	2.14E-11
57	ENSG00000128918	ALDH1A2	"aldehyde dehydrogenase 1 family, member A2 [Source:HGNC Symbol;Acc:HGNC:15472]"	15	q21.3	-1	57953424	58497866	-2.08	2.49E-11
58	ENSG00000138674	SEC31A	"SEC31 homolog A, COPII coating complex component [Source:HGNC Symbol;Acc:HGNC:17052]"	4	q21.22	-1	82818661	82901166	1.45	2.76E-11
59	ENSG00000113583	C5orf15	chromosome 5 open reading frame 15 [Source:HGNC Symbol;Acc:HGNC:20656]	5	q31.1	-1	133955502	133968787	1.01	2.97E-11
60	ENSG00000130021	HDHD1	haloacid dehalogenase-like hydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16818]	X	p22.31	-1	7048920	7148190	1.15	3.16E-11
61	ENSG00000166405	RIC3	RIC3 acetylcholine receptor chaperone [Source:HGNC Symbol;Acc:HGNC:30338]	11	p15.4	-1	8106093	8169055	-0.74	3.92E-11
62	ENSG00000241772			2	q22.1	1	138569090	138574458	2.78	4.31E-11
63	ENSG00000066468	FGFR2	fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689]	10	q26.13	-1	121478334	121598458	-2.43	4.46E-11
64	ENSG00000081154	PCNP	PEST proteolytic signal containing nuclear protein [Source:HGNC Symbol;Acc:HGNC:30023]	3	q12.3	1	101574095	101594437	2.23	4.49E-11
65	ENSG00000109846	CRYAB	"crystallin, alpha B [Source:HGNC Symbol;Acc:HGNC:2389]"	11	q23.1	-1	111908565	111923722	-2.33	4.62E-11
66	ENSG00000170776	AKAP13	A kinase (PRKA) anchor protein 13 [Source:HGNC Symbol;Acc:HGNC:371]	15	q25.3	1	85380571	85749358	2.02	5.95E-11
67	ENSG00000106462	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3527]	7	q36.1	-1	148807383	148884321	1.11	1.21E-10
68	ENSG00000150753	CCT5	"chaperonin containing TCP1, subunit 5 (epsilon) [Source:HGNC Symbol;Acc:HGNC:1618]"	5	p15.2	1	10249921	10266412	1.10	1.23E-10
69	ENSG00000264451			17	q21.32	1	48460370	48466040	3.61	1.41E-10
70	ENSG00000120833	SOCS2	suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:HGNC:19382]	12	q22	1	93569814	93583487	-2.26	1.94E-10
71	ENSG00000018236	CNTN1	contactin 1 [Source:HGNC Symbol;Acc:HGNC:2171]	12	q12	1	40692442	41072418	-1.52	2.06E-10
72	ENSG00000022267	FHL1	four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]	X	q26.3	1	136146702	136211359	-0.98	2.07E-10
73	ENSG00000171988	JMJD1C	jumonji domain containing 1C [Source:HGNC Symbol;Acc:HGNC:12313]	10	q21.3	-1	63167221	63521850	1.30	2.47E-10
74	ENSG00000149179	C11orf49	chromosome 11 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:28720]	11	p11.2	1	46936689	47164385	1.72	2.60E-10
75	ENSG00000236871	LINC00106	long intergenic non-protein coding RNA 106 [Source:HGNC Symbol;Acc:HGNC:31843]	X	p22.33	1	1396427	1399402	1.89	2.86E-10
76	ENSG00000160862	AZGP1	"alpha-2-glycoprotein 1, zinc-binding [Source:HGNC Symbol;Acc:HGNC:910]"	7	q22.1	-1	99966720	99976157	-2.73	3.26E-10
77	ENSG00000244879	GABPB1-AS1	GABPB1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44157]	15	q21.2	1	50354959	50372202	3.23	3.48E-10
78	ENSG00000111058	ACSS3	acyl-CoA synthetase short-chain family member 3 [Source:HGNC Symbol;Acc:HGNC:24723]	12	q21.31	1	80936414	81261205	-1.82	3.93E-10
79	ENSG00000198467	TPM2	tropomyosin 2 (beta) [Source:HGNC Symbol;Acc:HGNC:12011]	9	p13.3	-1	35681992	35691020	-1.11	4.15E-10
80	ENSG00000116711	PLA2G4A	"phospholipase A2, group IVA (cytosolic, calcium-dependent) [Source:HGNC Symbol;Acc:HGNC:9035]"	1	q31.1	1	186828953	186988981	-2.47	5.23E-10
81	ENSG00000157741	UBN2	ubinuclein 2 [Source:HGNC Symbol;Acc:HGNC:21931]	7	q34	1	139230356	139308236	3.01	6.00E-10
82	ENSG00000105894	PTN	pleiotrophin [Source:HGNC Symbol;Acc:HGNC:9630]	7	q33	-1	137227341	137343865	-2.55	7.73E-10
83	ENSG00000015153	YAF2	YY1 associated factor 2 [Source:HGNC Symbol;Acc:HGNC:17363]	12	q12	-1	42157104	42238349	1.92	8.52E-10
84	ENSG00000257103	LSM14A	LSM14A mRNA processing body assembly factor [Source:HGNC Symbol;Acc:HGNC:24489]	19	q13.11	1	34172504	34229515	2.83	8.73E-10
85	ENSG00000048828	FAM120A	family with sequence similarity 120A [Source:HGNC Symbol;Acc:HGNC:13247]	9	q22.31	1	93451722	93566107	2.19	1.07E-09
86	ENSG00000111790	FGFR1OP2	FGFR1 oncogene partner 2 [Source:HGNC Symbol;Acc:HGNC:23098]	12	p11.23	1	26938383	26966650	1.11	1.09E-09
87	ENSG00000078114	NEBL	nebulette [Source:HGNC Symbol;Acc:HGNC:16932]	10	p12.31	-1	20779973	21174187	-1.81	1.16E-09
88	ENSG00000170035	UBE2E3	ubiquitin-conjugating enzyme E2E 3 [Source:HGNC Symbol;Acc:HGNC:12479]	2	q31.3	1	180967248	181076585	3.97	1.20E-09
89	ENSG00000151150	ANK3	"ankyrin 3, node of Ranvier (ankyrin G) [Source:HGNC Symbol;Acc:HGNC:494]"	10	q21.2	-1	60026298	60733490	1.64	1.78E-09
90	ENSG00000196924	FLNA	"filamin A, alpha [Source:HGNC Symbol;Acc:HGNC:3754]"	X	q28	-1	154348524	154374638	-1.34	1.86E-09
91	ENSG00000141469	SLC14A1	"solute carrier family 14 (urea transporter), member 1 (Kidd blood group) [Source:HGNC Symbol;Acc:HGNC:10918]"	18	q12.3	1	45724127	45752520	-2.68	2.45E-09
92	ENSG00000149243	KLHL35	kelch-like family member 35 [Source:HGNC Symbol;Acc:HGNC:26597]	11	q13.4	-1	75422394	75430629	1.89	2.67E-09
93	ENSG00000164283	ESM1	endothelial cell-specific molecule 1 [Source:HGNC Symbol;Acc:HGNC:3466]	5	q11.2	-1	54977864	55022671	0.61	2.74E-09
94	ENSG00000196305	IARS	isoleucyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:5330]	9	q22.31	-1	92210207	92293756	1.33	2.82E-09
95	ENSG00000143995	MEIS1	Meis homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7000]	2	p14	1	66433452	66573869	-0.89	3.19E-09
96	ENSG00000139631	CSAD	cysteine sulfinic acid decarboxylase [Source:HGNC Symbol;Acc:HGNC:18966]	12	q13.13	-1	53157663	53180909	2.21	3.27E-09
97	ENSG00000196091	MYBPC1	"myosin binding protein C, slow type [Source:HGNC Symbol;Acc:HGNC:7549]"	12	q23.2	1	101568353	101686018	-3.43	3.81E-09
98	ENSG00000203589	NA	NA	NA	NA	NA	NA	NA	2.03	3.94E-09
99	ENSG00000171848	RRM2	ribonucleotide reductase M2 [Source:HGNC Symbol;Acc:HGNC:10452]	2	p25.1	1	10122328	10131419	1.29	3.96E-09
100	ENSG00000163872	YEATS2	YEATS domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25489]	3	q27.1	1	183697818	183812625	1.52	4.43E-09
101	ENSG00000138119	MYOF	myoferlin [Source:HGNC Symbol;Acc:HGNC:3656]	10	q23.33	-1	93306429	93482317	-1.93	4.71E-09
102	ENSG00000084207	GSTP1	glutathione S-transferase pi 1 [Source:HGNC Symbol;Acc:HGNC:4638]	11	q13.2	1	67583595	67586660	-1.19	4.90E-09
103	ENSG00000141338	ABCA8	"ATP-binding cassette, sub-family A (ABC1), member 8 [Source:HGNC Symbol;Acc:HGNC:38]"	17	q24.2	-1	68867292	68955392	-1.70	5.24E-09
104	ENSG00000121579	NAA50	"N(alpha)-acetyltransferase 50, NatE catalytic subunit [Source:HGNC Symbol;Acc:HGNC:29533]"	3	q13.31	-1	113716460	113746300	1.54	5.94E-09
105	ENSG00000122786	CALD1	caldesmon 1 [Source:HGNC Symbol;Acc:HGNC:1441]	7	q33	1	134744252	134970728	-0.89	6.26E-09
106	ENSG00000139874	SSTR1	somatostatin receptor 1 [Source:HGNC Symbol;Acc:HGNC:11330]	14	q21.1	1	38207999	38213067	2.48	6.45E-09
107	ENSG00000080845	DLGAP4	"discs, large (Drosophila) homolog-associated protein 4 [Source:HGNC Symbol;Acc:HGNC:24476]"	20	q11.23	1	36306336	36528637	1.14	6.57E-09
108	ENSG00000175582	RAB6A	"RAB6A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9786]"	11	q13.4	-1	73675638	73761137	1.82	7.10E-09
109	ENSG00000103175	WFDC1	WAP four-disulfide core domain 1 [Source:HGNC Symbol;Acc:HGNC:15466]	16	q24.1	1	84294646	84329851	-1.32	7.72E-09
110	ENSG00000108924	HLF	hepatic leukemia factor [Source:HGNC Symbol;Acc:HGNC:4977]	17	q22	1	55265012	55325065	-1.45	8.52E-09
111	ENSG00000095637	SORBS1	sorbin and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14565]	10	q24.1	-1	95311771	95561414	-0.82	8.94E-09
112	ENSG00000006607	FARP2	"FERM, RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:HGNC:16460]"	2	q37.3	1	241356243	241494841	2.51	1.01E-08
113	ENSG00000135272	MDFIC	MyoD family inhibitor domain containing [Source:HGNC Symbol;Acc:HGNC:28870]	7	q31.1	1	114922154	115019916	-1.61	1.09E-08
114	ENSG00000147655	RSPO2	R-spondin 2 [Source:HGNC Symbol;Acc:HGNC:28583]	8	q23.1	-1	107899316	108083648	-0.92	1.21E-08
115	ENSG00000119812	FAM98A	"family with sequence similarity 98, member A [Source:HGNC Symbol;Acc:HGNC:24520]"	2	p22.3	-1	33583658	33599382	0.83	1.25E-08
116	ENSG00000147274	RBMX	"RNA binding motif protein, X-linked [Source:HGNC Symbol;Acc:HGNC:9910]"	X	q26.3	-1	136848004	136880764	2.86	1.38E-08
117	ENSG00000108175	ZMIZ1	"zinc finger, MIZ-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16493]"	10	q22.3	1	79069035	79316528	1.02	1.55E-08
118	ENSG00000119318	RAD23B	"RAD23 homolog B, nucleotide excision repair protein [Source:HGNC Symbol;Acc:HGNC:9813]"	9	q31.2	1	107283137	107332194	1.06	1.75E-08
119	ENSG00000118526	TCF21	transcription factor 21 [Source:HGNC Symbol;Acc:HGNC:11632]	6	q23.2	1	133889138	133895553	-1.11	1.89E-08
120	ENSG00000068305	MEF2A	myocyte enhancer factor 2A [Source:HGNC Symbol;Acc:HGNC:6993]	15	q26.3	1	99565417	99716466	1.62	2.18E-08
121	ENSG00000196405	EVL	Enah/Vasp-like [Source:HGNC Symbol;Acc:HGNC:20234]	14	q32.2	1	99971449	100144236	3.13	2.28E-08
122	ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1 [Source:HGNC Symbol;Acc:HGNC:18806]	1	p36.31	1	6785324	7769706	-1.61	2.35E-08
123	ENSG00000152270	PDE3B	"phosphodiesterase 3B, cGMP-inhibited [Source:HGNC Symbol;Acc:HGNC:8779]"	11	p15.2	1	14643723	14872044	1.10	2.45E-08
124	ENSG00000049319	NA	NA	NA	NA	NA	NA	NA	-1.44	2.60E-08
125	ENSG00000138772	ANXA3	annexin A3 [Source:HGNC Symbol;Acc:HGNC:541]	4	q21.21	1	78551519	78610451	-1.54	2.65E-08
126	ENSG00000261302			16	q13	-1	56708772	56729968	2.74	2.70E-08
127	ENSG00000146205	ANO7	anoctamin 7 [Source:HGNC Symbol;Acc:HGNC:31677]	2	q37.3	1	241188509	241225377	-2.96	2.82E-08
128	ENSG00000153956	CACNA2D1	"calcium channel, voltage-dependent, alpha 2/delta subunit 1 [Source:HGNC Symbol;Acc:HGNC:1399]"	7	q21.11	-1	81946444	82443798	-2.17	2.83E-08
129	ENSG00000124159	MATN4	matrilin 4 [Source:HGNC Symbol;Acc:HGNC:6910]	20	q13.12	-1	45293445	45308529	1.45	2.91E-08
130	ENSG00000120693	SMAD9	SMAD family member 9 [Source:HGNC Symbol;Acc:HGNC:6774]	13	q13.3	-1	36844831	36920765	-1.39	2.94E-08
131	ENSG00000131981	LGALS3	"lectin, galactoside-binding, soluble, 3 [Source:HGNC Symbol;Acc:HGNC:6563]"	14	q22.3	1	55124110	55145413	-1.08	2.99E-08
132	ENSG00000139926	FRMD6	FERM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19839]	14	q22.1	1	51489100	51730727	-1.50	3.54E-08
133	ENSG00000114739	ACVR2B	"activin A receptor, type IIB [Source:HGNC Symbol;Acc:HGNC:174]"	3	p22.2	1	38453851	38493142	2.36	3.62E-08
134	ENSG00000131778	CHD1L	chromodomain helicase DNA binding protein 1-like [Source:HGNC Symbol;Acc:HGNC:1916]	1	q21.1	1	147242641	147295766	1.37	3.71E-08
135	ENSG00000163820	FYCO1	FYVE and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14673]	3	p21.31	-1	45917899	45995824	1.32	3.79E-08
136	ENSG00000107798	LIPA	"lipase A, lysosomal acid, cholesterol esterase [Source:HGNC Symbol;Acc:HGNC:6617]"	10	q23.31	-1	89213569	89414557	-1.15	4.08E-08
137	ENSG00000135916	ITM2C	integral membrane protein 2C [Source:HGNC Symbol;Acc:HGNC:6175]	2	q37.1	1	230864639	230879248	-0.74	4.14E-08
138	ENSG00000109805	NCAPG	"non-SMC condensin I complex, subunit G [Source:HGNC Symbol;Acc:HGNC:24304]"	4	p15.31	1	17810902	17844862	1.17	4.30E-08
139	ENSG00000176953	NFATC2IP	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:25906]"	16	p11.2	1	28950807	28967097	1.62	4.88E-08
140	ENSG00000138356	AOX1	aldehyde oxidase 1 [Source:HGNC Symbol;Acc:HGNC:553]	2	q33.1	1	200585868	200677064	-1.37	5.09E-08
141	ENSG00000101311	FERMT1	fermitin family member 1 [Source:HGNC Symbol;Acc:HGNC:15889]	20	p12.3	-1	6074845	6123544	-1.39	5.29E-08
142	ENSG00000100162	CENPM	centromere protein M [Source:HGNC Symbol;Acc:HGNC:18352]	22	q13.2	-1	41938721	41947164	1.19	5.53E-08
143	ENSG00000165689	SDCCAG3	serologically defined colon cancer antigen 3 [Source:HGNC Symbol;Acc:HGNC:10667]	9	q34.3	-1	136401922	136410609	2.24	5.56E-08
144	ENSG00000152229	PSTPIP2	proline-serine-threonine phosphatase interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9581]	18	q21.1	-1	45983536	46072272	-1.22	5.90E-08
145	ENSG00000153975	ZUFSP	zinc finger with UFM1-specific peptidase domain [Source:HGNC Symbol;Acc:HGNC:21224]	6	q22.1	-1	116635618	116668794	-1.24	6.07E-08
146	ENSG00000140479	PCSK6	proprotein convertase subtilisin/kexin type 6 [Source:HGNC Symbol;Acc:HGNC:8569]	15	q26.3	-1	101297142	101525202	1.12	6.29E-08
147	ENSG00000162614	NEXN	nexilin (F actin binding protein) [Source:HGNC Symbol;Acc:HGNC:29557]	1	p31.1	1	77888513	77943895	-1.19	6.66E-08
148	ENSG00000186081	KRT5	"keratin 5, type II [Source:HGNC Symbol;Acc:HGNC:6442]"	12	q13.13	-1	52514575	52520687	-2.41	6.83E-08
149	ENSG00000058668	ATP2B4	"ATPase, Ca++ transporting, plasma membrane 4 [Source:HGNC Symbol;Acc:HGNC:817]"	1	q32.1	1	203626561	203744081	-1.26	6.96E-08
150	ENSG00000133065	SLC41A1	"solute carrier family 41 (magnesium transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:19429]"	1	q32.1	-1	205789093	205813748	-1.63	7.35E-08
151	ENSG00000133026	MYH10	"myosin, heavy chain 10, non-muscle [Source:HGNC Symbol;Acc:HGNC:7568]"	17	p13.1	-1	8474205	8630761	1.25	8.58E-08
152	ENSG00000123572	NRK	Nik related kinase [Source:HGNC Symbol;Acc:HGNC:25391]	X	q22.3	1	105822543	105958610	-0.80	9.02E-08
153	ENSG00000152784	PRDM8	PR domain containing 8 [Source:HGNC Symbol;Acc:HGNC:13993]	4	q21.21	1	80183879	80204329	-0.88	9.50E-08
154	ENSG00000236065			1	p35.1	1	32987075	33032469	1.82	9.66E-08
155	ENSG00000122966	CIT	citron rho-interacting serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1985]	12	q24.23	-1	119685790	119877291	0.56	9.94E-08
156	ENSG00000156170	NDUFAF6	"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 [Source:HGNC Symbol;Acc:HGNC:28625]"	8	q22.1	1	94895767	95116455	1.29	1.02E-07
157	ENSG00000213853	EMP2	epithelial membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3334]	16	p13.13	-1	10528422	10580698	-2.59	1.03E-07
158	ENSG00000130816	DNMT1	DNA (cytosine-5-)-methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2976]	19	p13.2	-1	10133345	10231286	-0.46	1.05E-07
159	ENSG00000230454			3	p21.31	1	50260303	50263358	2.17	1.08E-07
160	ENSG00000168259	DNAJC7	"DnaJ (Hsp40) homolog, subfamily C, member 7 [Source:HGNC Symbol;Acc:HGNC:12392]"	17	q21.2	-1	41976433	42021376	1.50	1.15E-07
161	ENSG00000108848	LUC7L3	LUC7-like 3 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:24309]	17	q21.33	1	50719544	50756213	1.57	1.21E-07
162	ENSG00000166979	EVA1C	eva-1 homolog C (C. elegans) [Source:HGNC Symbol;Acc:HGNC:13239]	21	q22.11	1	32412006	32515397	-0.44	1.22E-07
163	ENSG00000144857	BOC	"BOC cell adhesion associated, oncogene regulated [Source:HGNC Symbol;Acc:HGNC:17173]"	3	q13.2	1	113211003	113287459	-0.95	1.29E-07
164	ENSG00000166851	PLK1	polo-like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]	16	p12.2	1	23677656	23690367	1.14	1.34E-07
