rank	ensembl_id	hgnc_symbol	description	chromosome_name	band	strand	start_position	end_position	average_log2fc	combined_p
23	ENSG00000171988	JMJD1C	jumonji domain containing 1C [Source:HGNC Symbol;Acc:HGNC:12313]	10	q21.3	-1	63167221	63521850	2.591321366	5.03E-43
24	ENSG00000029725	RABEP1	"rabaptin, RAB GTPase binding effector protein 1 [Source:HGNC Symbol;Acc:HGNC:17677]"	17	p13.2	1	5282265	5385812	2.023243838	6.57E-43
25	ENSG00000151150	ANK3	"ankyrin 3, node of Ranvier (ankyrin G) [Source:HGNC Symbol;Acc:HGNC:494]"	10	q21.2	-1	60026298	60733490	3.163926844	1.32E-42
26	ENSG00000126950	TMEM35	transmembrane protein 35 [Source:HGNC Symbol;Acc:HGNC:25864]	X	q22.1	1	101078720	101096364	-4.564409736	6.42E-42
27	ENSG00000160161	CILP2	cartilage intermediate layer protein 2 [Source:HGNC Symbol;Acc:HGNC:24213]	19	p13.11	1	19538248	19546659	1.513607317	1.61E-41
28	ENSG00000152270	PDE3B	"phosphodiesterase 3B, cGMP-inhibited [Source:HGNC Symbol;Acc:HGNC:8779]"	11	p15.2	1	14643723	14872044	2.388312957	3.48E-41
29	ENSG00000184905	TCEAL2	transcription elongation factor A (SII)-like 2 [Source:HGNC Symbol;Acc:HGNC:29818]	X	q22.1	1	102125688	102127711	-4.307861411	3.62E-41
30	ENSG00000162614	NEXN	nexilin (F actin binding protein) [Source:HGNC Symbol;Acc:HGNC:29557]	1	p31.1	1	77888513	77943895	-4.157848022	3.78E-41
31	ENSG00000153201	RANBP2	RAN binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9848]	2	q13	1	108719481	108785811	2.435917051	8.11E-41
32	ENSG00000122008	POLK	polymerase (DNA directed) kappa [Source:HGNC Symbol;Acc:HGNC:9183]	5	q13.3	1	75511756	75601144	-2.326458833	1.48E-40
33	ENSG00000148180	GSN	gelsolin [Source:HGNC Symbol;Acc:HGNC:4620]	9	q33.2	1	121207794	121332843	-3.923475926	2.02E-40
34	ENSG00000074219	TEAD2	TEA domain family member 2 [Source:HGNC Symbol;Acc:HGNC:11715]	19	q13.33	-1	49340595	49362457	1.605644197	2.03E-40
35	ENSG00000211942	IGHV3-13	immunoglobulin heavy variable 3-13 [Source:HGNC Symbol;Acc:HGNC:5581]	14	q32.33	-1	106129540	106130072	-2.026193842	2.13E-40
36	ENSG00000111596	CNOT2	"CCR4-NOT transcription complex, subunit 2 [Source:HGNC Symbol;Acc:HGNC:7878]"	12	q15	1	70242994	70354993	2.425974967	2.41E-40
37	ENSG00000185950	IRS2	insulin receptor substrate 2 [Source:HGNC Symbol;Acc:HGNC:6126]	13	q34	-1	109752698	109786568	3.989538705	3.67E-40
38	ENSG00000114742	WDR48	WD repeat domain 48 [Source:HGNC Symbol;Acc:HGNC:30914]	3	p22.2	1	39051998	39096671	-2.714292288	6.33E-40
39	ENSG00000126934	MAP2K2	mitogen-activated protein kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:6842]	19	p13.3	-1	4090321	4124129	1.61005938	6.33E-40
40	ENSG00000122756	CNTFR	ciliary neurotrophic factor receptor [Source:HGNC Symbol;Acc:HGNC:2170]	9	p13.3	-1	34551432	34590140	1.863951805	8.73E-40
41	ENSG00000134324	LPIN1	lipin 1 [Source:HGNC Symbol;Acc:HGNC:13345]	2	p25.1	1	11677595	11827409	-3.794540162	8.73E-40
42	ENSG00000143196	DPT	dermatopontin [Source:HGNC Symbol;Acc:HGNC:3011]	1	q24.2	-1	168695459	168729264	-5.951891601	9.42E-40
43	ENSG00000167191	GPRC5B	"G protein-coupled receptor, class C, group 5, member B [Source:HGNC Symbol;Acc:HGNC:13308]"	16	p12.3	-1	19856691	19886167	-3.148687384	1.39E-39
44	ENSG00000102531	FNDC3A	fibronectin type III domain containing 3A [Source:HGNC Symbol;Acc:HGNC:20296]	13	q14.2	1	48975912	49209779	-1.722141653	2.53E-39
45	ENSG00000131844	MCCC2	methylcrotonoyl-CoA carboxylase 2 (beta) [Source:HGNC Symbol;Acc:HGNC:6937]	5	q13.2	1	71587288	71658704	2.588981578	2.94E-39
46	ENSG00000180957	PITPNB	"phosphatidylinositol transfer protein, beta [Source:HGNC Symbol;Acc:HGNC:9002]"	22	q12.1	-1	27851669	27920134	2.097036513	6.41E-39
47	ENSG00000227059	ANHX	anomalous homeobox [Source:HGNC Symbol;Acc:HGNC:40024]	12	q24.33	-1	133218312	133236095	2.464532428	7.26E-39
48	ENSG00000163069	SGCB	"sarcoglycan, beta (43kDa dystrophin-associated glycoprotein) [Source:HGNC Symbol;Acc:HGNC:10806]"	4	q12	-1	52020706	52038482	-2.874838691	2.83E-38
49	ENSG00000122786	CALD1	caldesmon 1 [Source:HGNC Symbol;Acc:HGNC:1441]	7	q33	1	134744252	134970728	-3.160280672	3.30E-38
50	ENSG00000134371	CDC73	cell division cycle 73 [Source:HGNC Symbol;Acc:HGNC:16783]	1	q31.2	1	193122017	193253901	2.246009311	6.22E-38
51	ENSG00000134318	ROCK2	"Rho-associated, coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252]"	2	p25.1	-1	11179761	11348330	-1.726903566	8.07E-38
52	ENSG00000108946	PRKAR1A	"protein kinase, cAMP-dependent, regulatory, type I, alpha [Source:HGNC Symbol;Acc:HGNC:9388]"	17	q24.2	1	68511780	68551319	-3.547496008	9.05E-38
53	ENSG00000159131	GART	"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]"	21	q22.11	-1	33503931	33543491	2.937139286	1.19E-37
54	ENSG00000111860	CEP85L	centrosomal protein 85kDa-like [Source:HGNC Symbol;Acc:HGNC:21638]	6	q22.31	-1	118460772	118710075	-4.937396603	1.44E-37
55	ENSG00000165410	CFL2	cofilin 2 (muscle) [Source:HGNC Symbol;Acc:HGNC:1875]	14	q13.1	-1	34706769	34714823	-3.092762143	2.10E-37
56	ENSG00000141140	NA	NA	NA	NA	NA	NA	NA	2.120381989	3.24E-37
57	ENSG00000119318	RAD23B	"RAD23 homolog B, nucleotide excision repair protein [Source:HGNC Symbol;Acc:HGNC:9813]"	9	q31.2	1	107283137	107332194	1.580175744	7.37E-37
58	ENSG00000100320	RBFOX2	"RNA binding protein, fox-1 homolog (C. elegans) 2 [Source:HGNC Symbol;Acc:HGNC:9906]"	22	q12.3	-1	35738736	36028425	-3.923943689	1.01E-36
59	ENSG00000112186	CAP2	"CAP, adenylate cyclase-associated protein, 2 (yeast) [Source:HGNC Symbol;Acc:HGNC:20039]"	6	p22.3	1	17393216	17557792	-3.601639509	1.60E-36
60	ENSG00000107679	PLEKHA1	"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1 [Source:HGNC Symbol;Acc:HGNC:14335]"	10	q26.13	1	122374696	122442602	-3.446520207	1.84E-36
61	ENSG00000163681	SLMAP	sarcolemma associated protein [Source:HGNC Symbol;Acc:HGNC:16643]	3	p14.3	1	57755450	57929168	-3.870330067	2.25E-36
62	ENSG00000066468	FGFR2	fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689]	10	q26.13	-1	121478334	121598458	-3.662925562	2.55E-36
63	ENSG00000121892	PDS5A	PDS5 cohesin associated factor A [Source:HGNC Symbol;Acc:HGNC:29088]	4	p14	-1	39822863	39977956	1.889650132	3.29E-36
64	ENSG00000176971	FIBIN	fin bud initiation factor homolog (zebrafish) [Source:HGNC Symbol;Acc:HGNC:33747]	11	p14.2	1	26994184	26996121	-3.905539925	5.28E-36
65	ENSG00000121741	ZMYM2	"zinc finger, MYM-type 2 [Source:HGNC Symbol;Acc:HGNC:12989]"	13	q12.11	1	19958670	20091829	2.263110265	6.51E-36
66	ENSG00000154330	PGM5	phosphoglucomutase 5 [Source:HGNC Symbol;Acc:HGNC:8908]	9	q21.11	1	68328308	68531061	-3.16862215	9.34E-36
67	ENSG00000153046	CDYL	"chromodomain protein, Y-like [Source:HGNC Symbol;Acc:HGNC:1811]"	6	p25.1	1	4706159	4955551	2.151415481	1.91E-35
68	ENSG00000175220	ARHGAP1	Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:673]	11	p11.2	-1	46677080	46700615	-2.955724583	2.89E-35
69	ENSG00000112697	TMEM30A	transmembrane protein 30A [Source:HGNC Symbol;Acc:HGNC:16667]	6	q14.1	-1	75252924	75284968	-3.417513377	3.00E-35
70	ENSG00000172403	SYNPO2	synaptopodin 2 [Source:HGNC Symbol;Acc:HGNC:17732]	4	q26	1	118850688	119061247	-3.806151654	3.00E-35
71	ENSG00000126947	ARMCX1	"armadillo repeat containing, X-linked 1 [Source:HGNC Symbol;Acc:HGNC:18073]"	X	q22.1	1	101550531	101554700	-3.036046095	3.71E-35
72	ENSG00000138326	RPS24	ribosomal protein S24 [Source:HGNC Symbol;Acc:HGNC:10411]	10	q22.3	1	78033760	78056812	3.147118571	4.73E-35
73	ENSG00000122367	LDB3	LIM domain binding 3 [Source:HGNC Symbol;Acc:HGNC:15710]	10	q23.2	1	86668449	86736068	-4.137496126	7.29E-35
74	ENSG00000174099	MSRB3	methionine sulfoxide reductase B3 [Source:HGNC Symbol;Acc:HGNC:27375]	12	q14.3	1	65278643	65488244	-3.679405047	8.01E-35
75	ENSG00000108861	DUSP3	dual specificity phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:3069]	17	q21.31	-1	43766121	43778988	-3.060622778	2.31E-34
76	ENSG00000124155	PIGT	"phosphatidylinositol glycan anchor biosynthesis, class T [Source:HGNC Symbol;Acc:HGNC:14938]"	20	q13.12	1	45416077	45426244	2.122302264	3.10E-34
77	ENSG00000123243	ITIH5	"inter-alpha-trypsin inhibitor heavy chain family, member 5 [Source:HGNC Symbol;Acc:HGNC:21449]"	10	p14	-1	7559270	7666998	-3.351584672	3.82E-34
78	ENSG00000158486	DNAH3	"dynein, axonemal, heavy chain 3 [Source:HGNC Symbol;Acc:HGNC:2949]"	16	p12.3	-1	20933111	21159441	-1.537748109	5.04E-34
79	ENSG00000110422	HIPK3	homeodomain interacting protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:4915]	11	p13	1	33256672	33357023	-3.10785315	5.39E-34
80	ENSG00000197061	HIST1H4C	"histone cluster 1, H4c [Source:HGNC Symbol;Acc:HGNC:4787]"	6	p22.2	1	26103876	26104310	-2.637689616	5.39E-34
81	ENSG00000234741	GAS5	growth arrest-specific 5 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:16355]	1	q25.1	-1	173863900	173868882	2.98745432	5.39E-34
82	ENSG00000134533	RERG	"RAS-like, estrogen-regulated, growth inhibitor [Source:HGNC Symbol;Acc:HGNC:15980]"	12	p12.3	-1	15107783	15348675	-3.216801674	5.62E-34
83	ENSG00000119938	PPP1R3C	"protein phosphatase 1, regulatory subunit 3C [Source:HGNC Symbol;Acc:HGNC:9293]"	10	q23.32	-1	91628442	91633054	-3.751194487	7.15E-34
84	ENSG00000117155	SSX2IP	"synovial sarcoma, X breakpoint 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:16509]"	1	p22.3	-1	84643707	84690803	-2.624440841	1.39E-33
85	ENSG00000113657	DPYSL3	dihydropyrimidinase-like 3 [Source:HGNC Symbol;Acc:HGNC:3015]	5	q32	-1	147390811	147510056	-2.847317589	2.32E-33
86	ENSG00000138593	SECISBP2L	SECIS binding protein 2-like [Source:HGNC Symbol;Acc:HGNC:28997]	15	q21.1	-1	48988476	49046563	1.614174267	4.21E-33
87	ENSG00000196353	CPNE4	copine IV [Source:HGNC Symbol;Acc:HGNC:2317]	3	q22.1	-1	131533555	132285410	3.882795047	5.28E-33
88	ENSG00000164106	SCRG1	stimulator of chondrogenesis 1 [Source:HGNC Symbol;Acc:HGNC:17036]	4	q34.1	-1	173384701	173406380	-4.130752873	5.56E-33
89	ENSG00000109686	SH3D19	SH3 domain containing 19 [Source:HGNC Symbol;Acc:HGNC:30418]	4	q31.3	-1	151102751	151325632	1.502500583	9.17E-33
90	ENSG00000139163	ETNK1	ethanolamine kinase 1 [Source:HGNC Symbol;Acc:HGNC:24649]	12	p12.1	1	22625075	22690665	1.188376984	9.17E-33
91	ENSG00000120063	GNA13	"guanine nucleotide binding protein (G protein), alpha 13 [Source:HGNC Symbol;Acc:HGNC:4381]"	17	q24.1	-1	65010715	65056839	-1.76303428	1.92E-32
92	ENSG00000071967	CYBRD1	cytochrome b reductase 1 [Source:HGNC Symbol;Acc:HGNC:20797]	2	q31.1	1	171522247	171558133	-4.164830785	4.31E-32
93	ENSG00000022267	FHL1	four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]	X	q26.3	1	136146702	136211359	-3.864370675	6.53E-32
94	ENSG00000130997	POLN	polymerase (DNA directed) nu [Source:HGNC Symbol;Acc:HGNC:18870]	4	p16.3	-1	2071918	2242121	1.574420604	6.53E-32
95	ENSG00000152137	HSPB8	heat shock 22kDa protein 8 [Source:HGNC Symbol;Acc:HGNC:30171]	12	q24.23	1	119178642	119221131	-3.780058799	7.39E-32
96	ENSG00000138674	SEC31A	"SEC31 homolog A, COPII coating complex component [Source:HGNC Symbol;Acc:HGNC:17052]"	4	q21.22	-1	82818661	82901166	2.170388986	7.84E-32
97	ENSG00000198624	CCDC69	coiled-coil domain containing 69 [Source:HGNC Symbol;Acc:HGNC:24487]	5	q33.1	-1	151181052	151224145	-2.858015372	7.87E-32
98	ENSG00000198604	BAZ1A	"bromodomain adjacent to zinc finger domain, 1A [Source:HGNC Symbol;Acc:HGNC:960]"	14	q13.2	-1	34752731	34875647	1.738250859	8.90E-32
99	ENSG00000170035	UBE2E3	ubiquitin-conjugating enzyme E2E 3 [Source:HGNC Symbol;Acc:HGNC:12479]	2	q31.3	1	180967248	181076585	3.173445814	1.28E-31
100	ENSG00000019549	SNAI2	snail family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:11094]	8	q11.21	-1	48917690	48921740	-3.018537993	1.62E-31
101	ENSG00000157388	CACNA1D	"calcium channel, voltage-dependent, L type, alpha 1D subunit [Source:HGNC Symbol;Acc:HGNC:1391]"	3	p21.1	1	53494656	53813733	4.634239057	2.42E-31
102	ENSG00000182326	C1S	"complement component 1, s subcomponent [Source:HGNC Symbol;Acc:HGNC:1247]"	12	p13.31	1	6988259	7071032	-4.726014257	2.48E-31
103	ENSG00000139793	MBNL2	muscleblind-like splicing regulator 2 [Source:HGNC Symbol;Acc:HGNC:16746]	13	q32.1	1	97221434	97394120	-4.186194887	2.82E-31
104	ENSG00000122218	COPA	"coatomer protein complex, subunit alpha [Source:HGNC Symbol;Acc:HGNC:2230]"	1	q23.2	-1	160289273	160343400	-2.668300619	3.11E-31
105	ENSG00000137699	TRIM29	tripartite motif containing 29 [Source:HGNC Symbol;Acc:HGNC:17274]	11	q23.3	-1	120111275	120185529	-4.686802856	4.40E-31
106	ENSG00000198121	LPAR1	lysophosphatidic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:3166]	9	q31.3	-1	110873263	111038458	-3.05371687	6.13E-31
107	ENSG00000100030	MAPK1	mitogen-activated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:6871]	22	q11.22	-1	21754500	21867680	-2.388641894	6.94E-31
108	ENSG00000168497	SDPR	serum deprivation response [Source:HGNC Symbol;Acc:HGNC:10690]	2	q32.3	-1	191834302	191847255	-2.824038694	7.66E-31
109	ENSG00000139926	FRMD6	FERM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19839]	14	q22.1	1	51489100	51730727	-2.527148132	8.20E-31
110	ENSG00000057663	ATG5	autophagy related 5 [Source:HGNC Symbol;Acc:HGNC:589]	6	q21	-1	106184476	106325820	-3.093750545	9.09E-31
111	ENSG00000143995	MEIS1	Meis homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7000]	2	p14	1	66433452	66573869	-2.971498234	9.33E-31
112	ENSG00000137944	CCBL2	cysteine conjugate-beta lyase 2 [Source:HGNC Symbol;Acc:HGNC:33238]	1	p22.2	-1	88935773	88992953	2.178465281	1.72E-30
113	ENSG00000187735	TCEA1	"transcription elongation factor A (SII), 1 [Source:HGNC Symbol;Acc:HGNC:11612]"	8	q11.23	-1	53966552	54022529	1.278781444	1.80E-30
114	ENSG00000114573	ATP6V1A	"ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A [Source:HGNC Symbol;Acc:HGNC:851]"	3	q13.31	1	113747019	113812056	-2.538228502	2.62E-30
115	ENSG00000109184	DCUN1D4	"DCN1, defective in cullin neddylation 1, domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28998]"	4	q12	1	51843000	51916837	-2.22336612	3.94E-30
116	ENSG00000154188	ANGPT1	angiopoietin 1 [Source:HGNC Symbol;Acc:HGNC:484]	8	q23.1	-1	107249482	107498055	-3.261738071	4.25E-30
117	ENSG00000118777	ABCG2	"ATP-binding cassette, sub-family G (WHITE), member 2 (Junior blood group) [Source:HGNC Symbol;Acc:HGNC:74]"	4	q22.1	-1	88090264	88231322	-2.832869311	4.41E-30
118	ENSG00000172159	FRMD3	FERM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24125]	9	q21.32	-1	83242990	83538546	-2.871753761	7.04E-30
119	ENSG00000136167	LCP1	lymphocyte cytosolic protein 1 (L-plastin) [Source:HGNC Symbol;Acc:HGNC:6528]	13	q14.13	-1	46125920	46211871	1.863510685	7.61E-30
120	ENSG00000009844	VTA1	vesicle (multivesicular body) trafficking 1 [Source:HGNC Symbol;Acc:HGNC:20954]	6	q24.1	1	142147162	142224689	-1.71495047	7.90E-30
121	ENSG00000101938	CHRDL1	chordin-like 1 [Source:HGNC Symbol;Acc:HGNC:29861]	X	q23	-1	110673856	110795819	-3.081083279	1.03E-29
122	ENSG00000114353	GNAI2	"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 [Source:HGNC Symbol;Acc:HGNC:4385]"	3	p21.31	1	50226292	50259355	-2.465570985	1.08E-29
123	ENSG00000257103	LSM14A	LSM14A mRNA processing body assembly factor [Source:HGNC Symbol;Acc:HGNC:24489]	19	q13.11	1	34172504	34229515	2.136922527	1.20E-29
124	ENSG00000114861	FOXP1	forkhead box P1 [Source:HGNC Symbol;Acc:HGNC:3823]	3	p13	-1	70954693	71583989	2.378904543	1.21E-29
125	ENSG00000181195	PENK	proenkephalin [Source:HGNC Symbol;Acc:HGNC:8831]	8	q12.1	-1	56436674	56446734	-5.716280096	1.21E-29
126	ENSG00000101888	NXT2	nuclear transport factor 2-like export factor 2 [Source:HGNC Symbol;Acc:HGNC:18151]	X	q23	1	109535781	109544690	-2.531464962	1.52E-29
127	ENSG00000182916	TCEAL7	transcription elongation factor A (SII)-like 7 [Source:HGNC Symbol;Acc:HGNC:28336]	X	q22.2	1	103330196	103332326	-3.413405754	1.59E-29
128	ENSG00000156298	TSPAN7	tetraspanin 7 [Source:HGNC Symbol;Acc:HGNC:11854]	X	p11.4	1	38561370	38688920	-2.974288539	1.63E-29
129	ENSG00000053770	AP5M1	"adaptor-related protein complex 5, mu 1 subunit [Source:HGNC Symbol;Acc:HGNC:20192]"	14	q22.3	1	57268909	57298742	-2.125871883	1.77E-29
130	ENSG00000130224	LRCH2	leucine-rich repeats and calponin homology (CH) domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29292]	X	q23	-1	115110616	115234072	-2.870613898	1.87E-29
131	ENSG00000154556	SORBS2	sorbin and SH3 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24098]	4	q35.1	-1	185585444	185956652	-3.231359047	1.87E-29
132	ENSG00000085832	EPS15	epidermal growth factor receptor pathway substrate 15 [Source:HGNC Symbol;Acc:HGNC:3419]	1	p32.3	-1	51354263	51519328	1.457570258	1.87E-29
133	ENSG00000108021	FAM208B	"family with sequence similarity 208, member B [Source:HGNC Symbol;Acc:HGNC:23484]"	10	p15.1	1	5684838	5763740	1.997799505	1.98E-29
134	ENSG00000153976	HS3ST3A1	heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1 [Source:HGNC Symbol;Acc:HGNC:5196]	17	p12	-1	13495689	13601927	-2.825341797	1.98E-29
135	ENSG00000131171	SH3BGRL	SH3 domain binding glutamate-rich protein like [Source:HGNC Symbol;Acc:HGNC:10823]	X	q21.1	1	81201943	81298547	-2.202717157	2.24E-29
136	ENSG00000171208	NETO2	neuropilin (NRP) and tolloid (TLL)-like 2 [Source:HGNC Symbol;Acc:HGNC:14644]	16	q12.1	-1	47077703	47143997	2.947199379	2.35E-29
137	ENSG00000171867	PRNP	prion protein [Source:HGNC Symbol;Acc:HGNC:9449]	20	p13	1	4686236	4701590	-2.420501534	2.61E-29
138	ENSG00000161281	COX7A1	cytochrome c oxidase subunit VIIa polypeptide 1 (muscle) [Source:HGNC Symbol;Acc:HGNC:2287]	19	q13.12	-1	36150922	36152869	-3.140321895	2.68E-29
139	ENSG00000187609	EXD3	exonuclease 3'-5' domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26023]	9	q34.3	-1	137306896	137423262	1.2333795	2.77E-29
140	ENSG00000206573	THUMPD3-AS1	THUMPD3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44478]	3	p25.3	-1	9349689	9398579	1.935732729	3.17E-29
141	ENSG00000198483	ANKRD35	ankyrin repeat domain 35 [Source:HGNC Symbol;Acc:HGNC:26323]	1	q21.1	-1	145866560	145885866	-2.9001476	3.23E-29
142	ENSG00000110002	VWA5A	von Willebrand factor A domain containing 5A [Source:HGNC Symbol;Acc:HGNC:6658]	11	q24.2	1	124115362	124147721	-2.751286696	4.24E-29
143	ENSG00000165966	PDZRN4	PDZ domain containing ring finger 4 [Source:HGNC Symbol;Acc:HGNC:30552]	12	q12	1	41188448	41574590	-3.86587751	4.24E-29
144	ENSG00000188643	S100A16	S100 calcium binding protein A16 [Source:HGNC Symbol;Acc:HGNC:20441]	1	q21.3	-1	153606886	153613145	-2.295074968	4.37E-29
145	ENSG00000185236	RAB11B	"RAB11B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9761]"	19	p13.2	1	8389981	8404434	1.773080648	5.50E-29
146	ENSG00000151746	BICD1	bicaudal D homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:1049]	12	p11.21	1	32106835	32383633	3.516214956	6.03E-29
147	ENSG00000205213	LGR4	leucine-rich repeat containing G protein-coupled receptor 4 [Source:HGNC Symbol;Acc:HGNC:13299]	11	p14.1	-1	27365961	27472775	1.240513985	6.57E-29
148	ENSG00000119048	UBE2B	ubiquitin-conjugating enzyme E2B [Source:HGNC Symbol;Acc:HGNC:12473]	5	q31.1	1	134371179	134391992	2.036091399	9.09E-29
149	ENSG00000128918	ALDH1A2	"aldehyde dehydrogenase 1 family, member A2 [Source:HGNC Symbol;Acc:HGNC:15472]"	15	q21.3	-1	57953424	58497866	-3.306118664	9.83E-29
150	ENSG00000265460			17	q12	1	39238466	39250818	1.404931448	9.83E-29
151	ENSG00000109819	PPARGC1A	"peroxisome proliferator-activated receptor gamma, coactivator 1 alpha [Source:HGNC Symbol;Acc:HGNC:9237]"	4	p15.2	-1	23755041	23904089	-2.443642929	1.34E-28
152	ENSG00000167005	NUDT21	nudix (nucleoside diphosphate linked moiety X)-type motif 21 [Source:HGNC Symbol;Acc:HGNC:13870]	16	q13	-1	56429133	56452199	-1.968860943	1.34E-28
153	ENSG00000159212	CLIC6	chloride intracellular channel 6 [Source:HGNC Symbol;Acc:HGNC:2065]	21	q22.12	1	34669389	34718227	-4.124268146	1.63E-28
154	ENSG00000119147	C2orf40	chromosome 2 open reading frame 40 [Source:HGNC Symbol;Acc:HGNC:24642]	2	q12.2	1	106063246	106078159	-3.938837597	2.06E-28
